Family,Scientific,BodyMass-Value,Length,Wing,Tail,Tarsus,Toe,Bill L,Bill W,Bill D,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-5Cat,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,Nocturnal
Motacillidae,Anthus godlewskii,25.34,154,87,65,25.59,18.57,16.77,6.83,5.15,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,100,0,0,0,0,0,0
Motacillidae,Anthus godlewskii,25.34,164,89,63,26.59,17.899999999999999,16.96,6.7,4.96,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,100,0,0,0,0,0,0
Motacillidae,Anthus campestris,23,161,93.5,67,25.9,16.96,18.54,6.83,5.63,70,0,10,0,0,0,0,0,20,0,Invertebrate,0,0,100,0,0,0,0,0,0
Motacillidae,Anthus similis,25.3,174.5,97.5,73,26.585000000000001,18.344999999999999,18.535,7.515,5.965,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,33,33,33,0,0,0,0
Motacillidae,Anthus vaalensis,27,159,95,63,26.53,17.510000000000002,18.29,7.56,5.56,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,100,0,0,0,0,0,0
Motacillidae,Anthus vaalensis,27,162,91,63,28.48,17.489999999999998,17.84,6.84,6.58,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,100,0,0,0,0,0,0
Motacillidae,Anthus leucophrys,24.98,157,98,65,26.67,17.38,18,6.96,5.43,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,100,0,0,0,0,0,0
Motacillidae,Anthus pratensis,18.4,142,82,59,22.11,15.72,14.82,5.43,4.19,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,70,20,10,0,0,0,0
Motacillidae,Anthus trivialis,23.33,147,86,60,21.77,17.77,15.85,5.71,4.74,60,0,0,0,0,0,10,10,10,10,Invertebrate,0,0,100,0,0,0,0,0,0
Motacillidae,Anthus trivialis,23.33,147.5,85,58.5,20.46,16.405000000000001,14.99,5.995,5.085,60,0,0,0,0,0,10,10,10,10,Invertebrate,0,0,100,0,0,0,0,0,0
Motacillidae,Anthus trivialis,23.33,136,85,55,22.24,16.87,15.72,6.54,6.02,60,0,0,0,0,0,10,10,10,10,Invertebrate,0,0,100,0,0,0,0,0,0
Motacillidae,Anthus hodgsoni,21.3,133,78,56,21.82,16.059999999999999,14.68,6.02,5.3,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Motacillidae,Anthus roseatus,20.61,148,91.5,59,22.73,16.265000000000001,16.325,5.91,5.035,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,90,10,0,0,0,0,0
Motacillidae,Anthus cervinus,20.9,147,86,58,20.98,15.48,14.88,5.68,4.12,90,0,0,0,0,0,0,0,10,0,Invertebrate,0,0,80,20,0,0,0,0,0
Motacillidae,Anthus spinoletta,23.9,158,92,63,24.63,18.13,17.17,5.7,4.54,70,0,0,0,0,0,10,0,10,10,Invertebrate,0,0,80,20,0,0,0,0,0
Motacillidae,Anthus sylvanus,31,152,79,66,23.52,18.190000000000001,16.83,8.04,6.08,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0
Motacillidae,Anthus berthelotii,15.86,128,77,54,22.19,15.97,15.62,5.73,4.49,90,0,0,0,0,0,0,0,10,0,Invertebrate,0,0,100,0,0,0,0,0,0
Motacillidae,Anthus lineiventris,35,165.5,85,64,27.9,19.754999999999999,18.7,7.54,5.455,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,80,20,0,0,0,0,0
Motacillidae,Anthus caffer,16.8,127,70,44,17.32,12.97,13.16,5.73,4.07,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,70,30,0,0,0,0,0
Motacillidae,Anthus caffer,16.8,130,67,42,17.64,13.06,13.56,5.48,4.47,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,70,30,0,0,0,0,0
Motacillidae,Anthus spragueii,25.5,149,83,57,21.9,18.05,14.21,6.15,4.78,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,70,30,0,0,0,0,0
Motacillidae,Anthus lutescens,12.6,116,63.6667,42.6667,19.906700000000001,15.62,14.2067,5.8066700000000004,3.98,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,100,0,0,0,0,0,0
Motacillidae,Anthus furcatus,20.06,138,84,56,21.85,15.45,13.73,5.71,4.3,90,0,0,0,0,0,0,0,10,0,Invertebrate,0,0,80,10,10,0,0,0,0
Motacillidae,Anthus furcatus,20.06,139,74,54,21.5,15.13,13.59,5.56,4.44,90,0,0,0,0,0,0,0,10,0,Invertebrate,0,0,80,10,10,0,0,0,0
Motacillidae,Anthus correndera,20.9,147.5,81,57,23.87,19.094999999999999,15.81,6.21,4.885,90,0,0,0,0,0,0,0,10,0,Invertebrate,0,0,80,10,10,0,0,0,0
Motacillidae,Anthus hellmayri,18.61,135,71,56,22.88,17.329999999999998,14.7,5.67,4.22,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,90,10,0,0,0,0,0
Motacillidae,Anthus hellmayri,18.61,143,76,58,22.55,16.96,14.64,6.14,4.16,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,90,10,0,0,0,0,0
Motacillidae,Anthus bogotensis,25.1,147,84,59,23.58,18.22,15.03,7.87,5.72,50,0,0,0,0,0,0,0,50,0,Omnivore,0,0,90,10,0,0,0,0,0
Fringillidae,Fringilla coelebs,23.81,149,86.25,61.75,18.425000000000001,14.55,14.95,6.95,7.75,60,0,0,0,0,0,0,0,20,20,Invertebrate,0,0,40,30,30,0,0,0,0
Fringillidae,Fringilla teydea,30.3,163.5,93.5,71.5,22.25,16.425000000000001,18.75,9.15,11.1,30,0,0,0,0,0,0,0,70,0,PlantSeed,0,0,80,20,0,0,0,0,0
Fringillidae,Fringilla montifringilla,23.19,149.75,88.75,57,18.899999999999999,14.8125,14.75,7.325,8.075,20,0,0,0,0,0,40,0,40,0,Omnivore,0,0,60,20,20,0,0,0,0
Fringillidae,Mycerobas affinis,83,200,128,81,27.07,24.83,26.03,14.9,16.21,10,0,0,0,0,0,20,0,50,20,PlantSeed,0,0,33,33,33,0,0,0,0
Fringillidae,Mycerobas carnipes,58.84,203,122,84,25.5,19.86,25.65,15.54,18.39,10,0,0,0,0,0,60,0,30,0,FruiNect,0,0,0,33,33,33,0,0,0
Fringillidae,Coccothraustes vespertinus,57.3,182,110,63,20.14,17.8,22.85,13.96,14.51,10,0,0,0,0,0,20,0,40,30,PlantSeed,0,0,0,50,50,0,0,0,0
Fringillidae,Coccothraustes coccothraustes,56.63,170,107,60,21.48,20.09,24.54,14.95,16.41,10,0,0,0,0,0,20,0,30,40,PlantSeed,0,0,0,20,60,20,0,0,0
Fringillidae,Eophona personata,80,197,110,77,23.17,19.82,27.54,15.25,16.87,20,0,0,0,0,0,30,0,50,0,Omnivore,0,0,0,0,40,60,0,0,0
Fringillidae,Pinicola enucleator,56.4,170,92,77,23.59,16.38,19.4,11.31,12.08,20,0,0,0,0,0,20,0,30,30,PlantSeed,0,0,0,0,80,20,0,0,0
Fringillidae,Pyrrhula pyrrhula,24.26,156,90,62,18.899999999999999,13.93,14.53,10.47,10.2,10,0,0,0,0,0,10,0,30,50,PlantSeed,0,0,0,50,50,0,0,0,0
Fringillidae,Leucosticte nemoricola,22.51,148,97,63,20.74,16.190000000000001,13.83,6.24,7.77,20,0,0,0,0,0,0,0,80,0,PlantSeed,0,0,100,0,0,0,0,0,0
Fringillidae,Leucosticte brandti,30.4,170,117,71,22.22,15.32,14.29,7.84,7.85,0,0,0,0,0,0,10,0,50,40,PlantSeed,0,0,100,0,0,0,0,0,0
Fringillidae,Uragus sibiricus,17.43,157,76,83,16.559999999999999,12.38,10.3,7.1,7.29,10,0,0,0,0,0,20,0,40,30,PlantSeed,0,0,40,30,30,0,0,0,0
Fringillidae,Paroreomyza maculata,11.3,117,86,49,20.2,13.3,16.4,4.1,4.1,80,0,0,0,0,0,0,20,0,0,Invertebrate,0,0,0,30,60,10,0,0,0
Fringillidae,Telespiza cantans,33.28,158,84,58,24,17.5,19,10.2,13.1,10,10,0,0,0,0,10,0,30,40,PlantSeed,0,0,60,30,10,0,0,0,0
Fringillidae,Telespiza ultima,24.24,144,77,54,21.3,17.3,14.6,8.3,10.1,20,10,0,0,0,0,20,0,30,20,Omnivore,0,0,60,30,10,0,0,0,0
Fringillidae,Loxioides bailleui,37.84,153,93,68,23.7,17.7,13.9,9.1,10.2,10,0,0,0,0,0,10,0,70,10,PlantSeed,0,0,90,10,0,0,0,0,0
Fringillidae,Psittirostra psittacea,28.62,164,93,56,22.4,19,19.2,8.8,9.5,20,0,0,0,0,0,70,0,0,10,FruiNect,0,0,0,20,30,50,0,0,0
Fringillidae,Vestiaria coccinea,18.22,142,78,53,22.2,13.2,28.4,6.2,6.1,20,0,0,0,0,0,0,80,0,0,FruiNect,0,0,100,0,0,0,0,0,0
Fringillidae,Palmeria dolei,26.07,167,92,70,31.3,16.100000000000001,26.6,7.8,7.4,10,0,0,0,0,0,0,90,0,0,FruiNect,0,0,100,0,0,0,0,0,0
Fringillidae,Himatione sanguinea,15.17,130,69,51,21.6,13.8,18.5,5,4.7,20,0,0,0,0,0,0,80,0,0,FruiNect,0,0,100,0,0,0,0,0,0
Fringillidae,Hemignathus lucidus,24.94,127,76,49,21.7,16.2,28.6,5.5,5.9,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,50,50,0,0,0,0
Fringillidae,Pseudonestor xanthophrys,22.1,125,75,44,21.5,14.2,21.1,7.3,13.6,90,0,0,0,0,0,0,10,0,0,Invertebrate,0,0,80,20,0,0,0,0,0
Fringillidae,Loxops coccineus,10.5,101,59,45,17.899999999999999,11.7,12.6,5,5.4,80,0,0,0,0,0,10,0,0,10,Invertebrate,0,0,100,0,0,0,0,0,0
Fringillidae,Carduelis carduelis,16,122,73,47,13.11,13.49,13.73,6.22,7.13,10,0,0,0,0,0,20,0,40,30,PlantSeed,0,0,20,60,20,0,0,0,0
Fringillidae,Carduelis citrinella,12,112,74,49,14.69,12.06,9.65,5.59,5.63,20,0,0,0,0,0,0,0,40,40,PlantSeed,0,0,100,0,0,0,0,0,0
Fringillidae,Serinus pusillus,11.54,118,80,55,14.11,12.11,9.97,6.54,5.75,0,0,0,0,0,0,0,0,100,0,PlantSeed,0,0,100,0,0,0,0,0,0
Fringillidae,Euphonia jamaica,16.6,107,66,39,17.8,12.3,11.4,7.4,7,0,0,0,0,0,0,100,0,0,0,FruiNect,0,0,0,0,0,100,0,0,0
Fringillidae,Euphonia luteicapilla,13,92,53,31,14,9.6999999999999993,9.8,6.2,4.7,0,0,0,0,0,0,100,0,0,0,FruiNect,0,0,0,0,30,70,0,0,0
Fringillidae,Euphonia violacea,15,105,59,31,15.3,8.8000000000000007,11.4,8.1,6.3,0,0,0,0,0,0,100,0,0,0,FruiNect,0,0,0,30,40,30,0,0,0
Fringillidae,Euphonia laniirostris,15,104,62,35,15.2,10.1,11.2,7.2,6,0,0,0,0,0,0,100,0,0,0,FruiNect,0,0,0,0,70,30,0,0,0
Fringillidae,Euphonia laniirostris,15,120.667,62.667,36.333,14.4,8.9332999999999991,11.35,6.9,6.1833,0,0,0,0,0,0,100,0,0,0,FruiNect,0,0,0,0,70,30,0,0,0
Fringillidae,Euphonia laniirostris,15,122.667,63.667,38.333,14.6333,9.4,12.2833,7.3,6.5167,0,0,0,0,0,0,100,0,0,0,FruiNect,0,0,0,0,70,30,0,0,0
Fringillidae,Euphonia musica,14.66,107,62,36,15,10.4,10.4,7.3,5.7,0,0,0,0,0,0,100,0,0,0,FruiNect,0,0,0,0,70,30,0,0,0
Fringillidae,Euphonia fulvicrissa,11,86,51,27,15,10.199999999999999,10.9,6.9,5.6,20,0,0,0,0,0,80,0,0,0,FruiNect,0,0,0,10,60,30,0,0,0
Fringillidae,Euphonia fulvicrissa,11,86,51,27,15,10.199999999999999,10.2,6,5,20,0,0,0,0,0,80,0,0,0,FruiNect,0,0,0,10,60,30,0,0,0
Fringillidae,Euphonia gouldi,14,93,55,30,15.2,10.7,11.2,6.7,5.3,0,0,0,0,0,0,100,0,0,0,FruiNect,0,0,0,10,40,50,0,0,0
Fringillidae,Euphonia chrysopasta,14,120.75,59.25,37,14.6875,9.4250000000000007,11.1625,6.55,5.625,50,0,0,0,0,0,50,0,0,0,Omnivore,0,0,0,0,30,70,0,0,0
Fringillidae,Euphonia chrysopasta,14,122,59.667,37.333,15.3833,9.4,12.1333,6.5667,5.8667,50,0,0,0,0,0,50,0,0,0,Omnivore,0,0,0,0,30,70,0,0,0
Fringillidae,Euphonia minuta,10,103.75,64,28.75,12.375,8.4749999999999996,10.7875,5.725,4.4,60,0,0,0,0,0,40,0,0,0,Invertebrate,0,0,0,0,30,70,0,0,0
Fringillidae,Euphonia xanthogaster,13,116.143,63.143,34.857,15.7357,9.6857000000000006,11.0643,6.0286,5.5929,0,0,0,0,0,0,90,0,0,10,FruiNect,0,0,0,20,60,20,0,0,0
Fringillidae,Euphonia rufiventris,14,92,63.5,32,16.670000000000002,14.63,13.385,7.485,6.205,0,0,0,0,0,0,80,0,20,0,FruiNect,0,0,0,0,60,40,0,0,0
Fringillidae,Chlorophonia cyanea,14,112,62,31,14.75,12.16,11.33,6.2,4.16,10,0,0,0,0,0,90,0,0,0,FruiNect,0,0,0,0,20,80,0,0,0
Parulidae,Seiurus aurocapilla,18.8,133,70,55,22,13.4,11.7,4.3,5.2,70,0,10,0,0,0,10,0,10,0,Invertebrate,0,0,80,20,0,0,0,0,0
Parulidae,Helmitheros vermivorum,14.16,122,68,48,18.2,12.5,16.5,4.2,4.3,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,30,70,0,0,0,0
Parulidae,Vermivora pinus,8.9,110,59,46,17.5,9.8000000000000007,13.6,3.3,3.6,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,50,50,0,0,0,0
Parulidae,Mniotilta varia,10.9,115,68,47,17.100000000000001,13,15.3,3,3.2,80,0,0,0,0,0,20,0,0,0,Invertebrate,0,0,0,20,60,20,0,0,0
Parulidae,Mniotilta varia,10.9,115,67,47,17,13,15.3,3.2,3.2,80,0,0,0,0,0,20,0,0,0,Invertebrate,0,0,0,20,60,20,0,0,0
Parulidae,Protonotaria citrea,14.3,122,68,43,18.399999999999999,12,17.4,3.9,4.3,70,0,0,0,0,0,10,10,10,0,Invertebrate,0,0,0,20,80,0,0,0,0
Parulidae,Leucopeza semperi,19.75,144,82,53,24.42,18.170000000000002,18.63,7.24,5.63,40,0,0,0,0,0,20,0,30,10,Omnivore,0,0,0,100,0,0,0,0,0
Parulidae,Geothlypis trichas,9.54,134,61,55,16,12.7,15.1,7.5,5.9,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,80,20,0,0,0,0
Parulidae,Geothlypis trichas,9.54,117,55,53,20.6,13.5,13.4,5.5,4.4,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,80,20,0,0,0,0
Parulidae,Dendroica pharetra,9.9,113,63,52,18.7,10.3,14.6,5.4,4.3,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,33,33,33,0,0,0
Parulidae,Wilsonia citrina,10.54,125,65,56,19,11.4,14.2,4.2,3.6,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,100,0,0,0,0,0
Parulidae,Setophaga ruticilla,8.24,119,63,54,17.3,10,13.2,4.6,3.5,80,0,0,0,0,0,10,0,10,0,Invertebrate,0,0,0,0,80,20,0,0,0
Parulidae,Dendroica cerulea,9.04,108,63,43,16.399999999999999,10.1,13,3.8,3.6,90,0,0,0,0,0,0,10,0,0,Invertebrate,0,0,0,0,0,70,30,0,0
Parulidae,Parula americana,7.84,97,51,38,15.7,9.9,12.3,5.4,4,70,0,0,0,0,0,10,10,10,0,Invertebrate,0,0,0,0,20,80,0,0,0
Parulidae,Parula americana,7.84,102,57,42,16.399999999999999,10.7,11.8,3.3,3.3,70,0,0,0,0,0,10,10,10,0,Invertebrate,0,0,0,0,20,80,0,0,0
Parulidae,Dendroica magnolia,8.14,108,60,45,17.2,11.3,12.7,5,3.8,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,20,80,0,0,0,0
Parulidae,Dendroica magnolia,8.14,107,57,45,16.899999999999999,11.3,13.3,5.3,3.9,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,20,80,0,0,0,0
Parulidae,Dendroica fusca,9.74,114,65,48,17.5,11.3,13.5,3.8,3.5,80,0,0,0,0,0,20,0,0,0,Invertebrate,0,0,0,0,20,60,20,0,0
Parulidae,Dendroica petechia,10.22,119,63,49,20.9,11.6,14.8,6.1,4.2,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,20,80,0,0,0,0
Parulidae,Dendroica petechia,10.22,110,61,43,18.600000000000001,10.9,12.9,4.8,3.8,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,20,80,0,0,0,0
Parulidae,Dendroica petechia,10.22,110,61,43,18.600000000000001,10.9,12.8,5.4,4.1,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,20,80,0,0,0,0
Parulidae,Dendroica petechia,10.22,126,63,49,20.2,13,14,4.2,3.6,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,20,80,0,0,0,0
Parulidae,Dendroica petechia,10.22,116,60,47,20.100000000000001,11.5,14.5,5.5,4.1,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,20,80,0,0,0,0
Parulidae,Dendroica pensylvanica,9.29,114,61,48,17.7,10.5,13.1,5.6,4.1,80,0,0,0,0,0,10,0,10,0,Invertebrate,0,0,0,20,80,0,0,0,0
Parulidae,Dendroica pensylvanica,9.29,115,62,49,17.600000000000001,10.3,13,4.1,3.8,80,0,0,0,0,0,10,0,10,0,Invertebrate,0,0,0,20,80,0,0,0,0
Parulidae,Dendroica caerulescens,10.14,115,64,51,18.5,10.8,13,3.8,3.3,70,0,0,0,0,0,10,10,10,0,Invertebrate,0,0,0,40,40,20,0,0,0
Parulidae,Dendroica pinus,11.79,133,75,55,19.899999999999999,14.5,16.1,7.2,6,70,0,0,0,0,0,10,10,10,0,Invertebrate,0,0,20,0,80,0,0,0,0
Parulidae,Dendroica coronata,11.94,120,72,56,19,14,12.9,5.8,4.3,70,0,0,0,0,0,10,10,10,0,Invertebrate,0,0,0,50,50,0,0,0,0
Parulidae,Dendroica coronata,11.94,123,71,54,18,13,13.4,5.8,4.5,70,0,0,0,0,0,10,10,10,0,Invertebrate,0,0,0,50,50,0,0,0,0
Parulidae,Dendroica dominica,9.69,120,65,51,17.3,12.3,16.5,3.5,3.5,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,20,80,0,0,0
Parulidae,Dendroica discolor,7.64,109,57,48,19.5,12.1,11.9,4.5,3.4,80,0,0,0,0,0,10,10,0,0,Invertebrate,0,0,20,60,20,0,0,0,0
Parulidae,Dendroica discolor,7.64,111,55,43,19.2,11.7,12.4,4.5,3.6,80,0,0,0,0,0,10,10,0,0,Invertebrate,0,0,20,60,20,0,0,0,0
Parulidae,Dendroica adelaidae,6.94,98,50,42,18.600000000000001,9.6,13.5,5.5,3.7,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,80,20,0,0,0
Parulidae,Dendroica graciae,8.1,114,63,47,17.100000000000001,10.6,12.4,5,3.7,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,60,40,0,0,0
Parulidae,Dendroica nigrescens,8.7,112,61,50,17.5,10.199999999999999,12.6,5.5,3.9,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,100,0,0,0,0,0
Parulidae,Dendroica virens,8.69,111,62,47,17.5,10.1,13.2,5.6,4.5,60,0,0,0,0,0,20,0,0,20,Invertebrate,0,0,0,20,60,20,0,0,0
Parulidae,Phaeothlypis rivularis,13.5,114,60,52,21.99,12.65,15.3,7.81,4.86,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,80,20,0,0,0,0,0
Parulidae,Phaeothlypis rivularis,13.5,121,65.5,48.75,22.1325,13.525,15.3775,7.4625,5.065,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,80,20,0,0,0,0,0
Parulidae,Phaeothlypis rivularis,13.5,117,61,45,22.66,13.44,16.23,7.22,4.8,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,80,20,0,0,0,0,0
Parulidae,Myioborus pictus,9.79,128,70,63,16.5,10.5,12.2,5.9,4.2,80,0,0,0,0,0,0,20,0,0,Invertebrate,0,0,0,100,0,0,0,0,0
Parulidae,Myioborus albifrons,19.75,124,66,60,18.59,11.02,12.93,6.63,4.74,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,20,80,0,0,0
Parulidae,Myioborus ornatus,11.7,118.5,70.5,63,19.395,12.865,13.37,5.99,3.82,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,100,0,0,0,0
Parulidae,Myioborus melanocephalus,11.3,137,70,64,20.18,12.03,12,6.72,4.24,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,20,0,80,0,0,0
Parulidae,Myioborus melanocephalus,11.3,125,63,57,20.52,12.48,12.92,6.78,4.54,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,20,0,80,0,0,0
Parulidae,Myioborus torquatus,10.5,129,70,63,20.75,11.71,13.32,6.66,3.89,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,25,25,25,25,0,0
Parulidae,Myioborus torquatus,10.5,125,66,58,18.82,11.67,12.34,5.78,3.68,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,25,25,25,25,0,0
Parulidae,Icteria virens,24.89,160,76,75,26,16,17.9,5.5,6.3,80,0,0,0,0,0,20,0,0,0,Invertebrate,0,0,0,100,0,0,0,0,0
Icteridae,Sturnella neglecta,100.06,233,125,76,38.9,26.9,37.1,10,10.9,50,0,0,0,0,0,0,0,50,0,Omnivore,0,0,100,0,0,0,0,0,0
Icteridae,Sturnella neglecta,100.06,211,111,66,36.299999999999997,25.1,31.7,9.9,10.1,50,0,0,0,0,0,0,0,50,0,Omnivore,0,0,100,0,0,0,0,0,0
Icteridae,Sturnella magna,91.76,199,99,65,38.1,27.7,32.1,10.9,13,70,0,0,0,0,0,10,0,20,0,Invertebrate,0,0,100,0,0,0,0,0,0
Icteridae,Sturnella militaris,48.01,177,104,61,33.1,23.5,23.5,9.6,11.6,50,0,0,0,0,0,10,0,40,0,Omnivore,0,0,90,10,0,0,0,0,0
Icteridae,Sturnella militaris,48.01,203,114,68,36.200000000000003,24.7,30.6,10.2,11,50,0,0,0,0,0,10,0,40,0,Omnivore,0,0,90,10,0,0,0,0,0
Icteridae,Sturnella militaris,48.01,169,91,56,29.8,21.4,20.8,9.7,10.5,50,0,0,0,0,0,10,0,40,0,Omnivore,0,0,90,10,0,0,0,0,0
Icteridae,Sturnella militaris,48.01,233,123,77,33.5,22,28.5,10.5,14.1,50,0,0,0,0,0,10,0,40,0,Omnivore,0,0,90,10,0,0,0,0,0
Icteridae,Sturnella militaris,48.01,194,98,62,29,20,23.6,9.2,11.7,50,0,0,0,0,0,10,0,40,0,Omnivore,0,0,90,10,0,0,0,0,0
Icteridae,Psarocolius wagleri,155.5,367,227,145,37.28,33.299999999999997,70.5,23.69,29.58,50,0,0,0,0,0,50,0,0,0,Omnivore,0,0,0,0,40,60,0,0,0
Icteridae,Psarocolius wagleri,155.5,350,214,132,39.6,29.7,68,21.4,27.6,50,0,0,0,0,0,50,0,0,0,Omnivore,0,0,0,0,40,60,0,0,0
Icteridae,Psarocolius wagleri,155.5,268,153,102,32.799999999999997,23.6,50.3,16.5,21.2,50,0,0,0,0,0,50,0,0,0,Omnivore,0,0,0,0,40,60,0,0,0
Icteridae,Psarocolius wagleri,155.5,344,214,127,38.1,28.7,63,19.2,25.3,50,0,0,0,0,0,50,0,0,0,Omnivore,0,0,0,0,40,60,0,0,0
Icteridae,Psarocolius wagleri,155.5,244,151,99,32,24.6,52.5,15.7,21.8,50,0,0,0,0,0,50,0,0,0,Omnivore,0,0,0,0,40,60,0,0,0
Icteridae,Psarocolius angustifrons,271.5,423,235,203,51.11,37.82,57.69,21.13,24.99,40,0,0,0,0,0,40,0,0,20,Omnivore,0,0,0,0,30,70,0,0,0
Icteridae,Psarocolius angustifrons,271.5,387,228,177,47.15,35.36,60.93,21.91,24.57,40,0,0,0,0,0,40,0,0,20,Omnivore,0,0,0,0,30,70,0,0,0
Icteridae,Psarocolius atrovirens,152,318,169,131,40.24,27.64,42.78,16.07,19.79,60,0,0,0,0,0,40,0,0,0,Invertebrate,0,0,40,0,30,30,0,0,0
Icteridae,Psarocolius atrovirens,152,326,172,128,39.39,27.03,45.59,18.88,21.57,60,0,0,0,0,0,40,0,0,0,Invertebrate,0,0,40,0,30,30,0,0,0
Icteridae,Psarocolius decumanus,206.3,433,236,202,51.3,37.6,59.6,20.6,29.2,40,0,0,0,0,0,40,20,0,0,FruiNect,0,0,10,0,50,40,0,0,0
Icteridae,Psarocolius decumanus,206.3,327,169,152,41.1,29.2,46.9,17.8,22.5,40,0,0,0,0,0,40,20,0,0,FruiNect,0,0,10,0,50,40,0,0,0
Icteridae,Psarocolius decumanus,206.3,422,204.5,166.25,42.737499999999997,27.362500000000001,52.7125,12.1875,16.9,40,0,0,0,0,0,40,20,0,0,FruiNect,0,0,10,0,50,40,0,0,0
Icteridae,Psarocolius decumanus,206.3,357,201,169,50.61,37.229999999999997,55.13,21.3,25.87,40,0,0,0,0,0,40,20,0,0,FruiNect,0,0,10,0,50,40,0,0,0
Icteridae,Psarocolius decumanus,206.3,335,177,157,41.87,29.05,47.65,19.56,21.03,40,0,0,0,0,0,40,20,0,0,FruiNect,0,0,10,0,50,40,0,0,0
Icteridae,Psarocolius viridis,286.95,435,256,193,57.49,43.32,57.66,21.57,28.28,60,0,0,0,0,0,40,0,0,0,Invertebrate,0,0,0,0,50,50,0,0,0
Icteridae,Psarocolius viridis,286.95,367,202,151,44.84,30.94,53.73,17.04,25.29,60,0,0,0,0,0,40,0,0,0,Invertebrate,0,0,0,0,50,50,0,0,0
Icteridae,Psarocolius bifasciatus,335.7,473,258,205,56.32,41.47,67.89,20.6,31.28,50,0,0,0,0,0,50,0,0,0,Omnivore,0,0,0,0,50,50,0,0,0
Icteridae,Psarocolius bifasciatus,335.7,446.5,239.5,191,49.13,56.46,67.82,19.575,31.2,50,0,0,0,0,0,50,0,0,0,Omnivore,0,0,0,0,50,50,0,0,0
Icteridae,Psarocolius montezuma,309.87,457,236,166,58.71,45.62,74.41,20.72,31.88,50,0,0,0,0,0,50,0,0,0,Omnivore,0,0,0,0,60,40,0,0,0
Icteridae,Cacicus chrysopterus,36.16,217,111,100,25.38,19.03,26.51,11.91,11.31,50,0,0,0,0,0,50,0,0,0,Omnivore,0,0,0,0,80,20,0,0,0
Icteridae,Cacicus chrysopterus,36.16,180,91,78,23.13,16.46,19.58,10.26,10.88,50,0,0,0,0,0,50,0,0,0,Omnivore,0,0,0,0,80,20,0,0,0
Icteridae,Cacicus sclateri,49,200,117,90,25.74,18.940000000000001,23.87,13.29,12.87,50,0,0,0,0,0,0,50,0,0,Omnivore,0,0,0,10,20,70,0,0,0
